idx	v_val	p_in	p_out	v_vec	time
1309	0.38657836677248175	[0.11, 0.3599999999999999, 0.01]	[0.99999888 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.30419090e-02
 0.00000000e+00 9.66958091e-01 2.61489266e-14]"	9.612043380737305
1310	0.38652646032853555	[0.11, 0.3599999999999999, 0.02]	[1.00000000e+00 3.15454193e-18 0.00000000e+00]	"[1.19771485e-16 6.99958209e-17 0.00000000e+00 3.26103752e-02
 2.26496644e-16 9.67389625e-01 0.00000000e+00]"	11.883190393447876
1311	0.38646916503127227	[0.11, 0.3699999999999999, 0.0]	[9.99994880e-01 4.98257904e-16 0.00000000e+00]	"[1.38777878e-16 5.54739451e-17 2.77555756e-17 3.55363681e-02
 1.10985096e-16 9.64463632e-01 5.54739451e-17]"	11.46746015548706
1312	0.38641939517424556	[0.11, 0.3699999999999999, 0.01]	[9.99999359e-01 0.00000000e+00 1.12106081e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.50671580e-02
 4.26760296e-11 9.64932841e-01 1.21212849e-12]"	10.117696762084961
1313	0.38621651404483914	[0.11, 0.3699999999999999, 0.02]	[0.99999771 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.44377018e-02
 0.00000000e+00 9.65562298e-01 5.16837035e-16]"	8.552533864974976
1314	0.3863042512054856	[0.11, 0.3799999999999999, 0.0]	[9.99994117e-01 5.35832108e-16 3.26986128e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.75232769e-02
 0.00000000e+00 9.62476723e-01 3.06441351e-16]"	8.489851474761963
1315	0.3861040661283397	[0.11, 0.3799999999999999, 0.01]	[0.99999216 0.         0.        ]	"[0.         0.         0.         0.03688516 0.         0.96311484
 0.        ]"	20.455013751983643
1316	0.38575081569912173	[0.11, 0.3799999999999999, 0.02]	[9.99999830e-01 1.53771931e-17 0.00000000e+00]	"[2.59362172e-16 0.00000000e+00 3.85635978e-16 3.60926818e-02
 7.61246361e-16 9.63907318e-01 1.19224430e-16]"	10.225165367126465
1317	0.3859835762423516	[0.11, 0.3899999999999999, 0.0]	[1.0000000e+00 0.0000000e+00 6.3191518e-17]	"[0.00000000e+00 7.33835120e-17 0.00000000e+00 3.93760071e-02
 1.25375737e-15 9.60623993e-01 2.10994606e-16]"	8.770206689834595
1318	0.38563356900454854	[0.11, 0.3899999999999999, 0.01]	[9.99998701e-01 0.00000000e+00 3.28141714e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.85135371e-02
 0.00000000e+00 9.61486463e-01 1.83507322e-16]"	9.102991104125977
1319	0.38513043326075563	[0.11, 0.3899999999999999, 0.02]	[1. 0. 0.]	"[2.64571387e-16 1.18852802e-16 5.13494556e-17 3.75780937e-02
 9.59577088e-17 9.62421906e-01 6.26209909e-17]"	13.081936597824097
1320	0.3855083126640018	[0.11, 0.3999999999999998, 0.0]	[9.99994528e-01 5.40044182e-16 3.28499141e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.09971949e-02
 0.00000000e+00 9.59002805e-01 2.45865827e-15]"	18.6601243019104
1321	0.3850089575166736	[0.11, 0.3999999999999998, 0.01]	[1.00000000e+00 3.25292214e-16 3.27415561e-16]	"[1.78827983e-16 3.19854107e-17 1.87448392e-16 4.00134549e-02
 1.33051044e-16 9.59986545e-01 2.22044605e-16]"	9.373778820037842
1322	0.384356306122109	[0.11, 0.3999999999999998, 0.02]	[1.00000000e+00 1.12359914e-17 0.00000000e+00]	"[3.16095279e-16 4.75463766e-17 0.00000000e+00 3.88927908e-02
 1.21150702e-17 9.61107209e-01 6.98973780e-17]"	16.199604988098145
1323	0.3848795044392965	[0.11, 0.4099999999999998, 0.0]	[9.99999765e-01 0.00000000e+00 1.09280954e-16]	"[1.25998954e-16 1.25009655e-16 9.58010877e-17 4.24822803e-02
 4.07333497e-16 9.57517720e-01 4.38372928e-16]"	8.84892201423645
1324	0.38423116102897764	[0.11, 0.4099999999999998, 0.01]	[1.00000000e+00 0.00000000e+00 1.09214941e-16]	"[2.68730629e-16 5.84590495e-17 1.57640037e-16 4.13374569e-02
 6.83107182e-11 9.58662543e-01 2.22044605e-16]"	16.948643445968628
1325	0.3834292504201342	[0.11, 0.4099999999999998, 0.02]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.00309604e-02
 0.00000000e+00 9.59969040e-01 2.19093745e-15]"	13.48936152458191
1326	0.38409806819398445	[0.11, 0.4199999999999998, 0.0]	[0.99999891 0.         0.        ]	"[0.00000000e+00 6.76806415e-17 3.31157265e-17 4.37853180e-02
 5.74061105e-17 9.56214682e-01 0.00000000e+00]"	9.56997036933899
1327	0.38330098624034215	[0.11, 0.4199999999999998, 0.01]	[1.00000000e+00 0.00000000e+00 5.46412481e-16]	"[1.08749074e-13 0.00000000e+00 0.00000000e+00 4.25094197e-02
 0.00000000e+00 9.57490580e-01 2.66043265e-14]"	11.609107494354248
1328	0.3823499647710166	[0.11, 0.4199999999999998, 0.02]	[9.99998474e-01 3.22405082e-16 4.92286669e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.09702244e-02
 0.00000000e+00 9.59029776e-01 3.28495636e-15]"	10.309669256210327
1329	0.38316480103091505	[0.11, 0.4299999999999998, 0.0]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.49221429e-02
 0.00000000e+00 9.55077857e-01 6.87374180e-15]"	11.77394962310791
1330	0.38221912035137107	[0.11, 0.4299999999999998, 0.01]	[9.99998885e-01 0.00000000e+00 1.09337946e-16]	"[2.30218656e-16 1.80251937e-16 3.77085955e-16 4.34658845e-02
 0.00000000e+00 9.56534116e-01 4.90300489e-17]"	16.126171350479126
1331	0.3811190268157262	[0.11, 0.4299999999999998, 0.02]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 1.90446905e-17 4.18535936e-02
 0.00000000e+00 9.58146406e-01 6.70380077e-17]"	17.046895742416382
1332	0.3820803837693553	[0.11, 0.43999999999999984, 0.0]	[1.00000000e+00 4.39887608e-16 0.00000000e+00]	"[1.17531687e-16 0.00000000e+00 1.49648006e-18 4.59102263e-02
 9.21573860e-17 9.54089774e-01 1.60774139e-18]"	18.871906042099
1333	0.38098614008938464	[0.11, 0.43999999999999984, 0.01]	[9.99999917e-01 3.30958695e-16 1.09384851e-16]	"[9.32441190e-17 9.07997672e-17 4.41781668e-17 4.42801964e-02
 0.00000000e+00 9.55719804e-01 0.00000000e+00]"	13.252505540847778
1334	0.379736910013443	[0.11, 0.43999999999999984, 0.02]	[9.99996250e-01 1.66331634e-17 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.24858014e-02
 0.00000000e+00 9.57514199e-01 8.17548420e-15]"	8.56721043586731
1335	0.3808453845583503	[0.11, 0.44999999999999984, 0.0]	[0.99999997 0.         0.        ]	"[2.50594975e-13 4.45118130e-15 4.52961162e-15 4.67148959e-02
 3.44364828e-13 9.53285104e-01 0.00000000e+00]"	12.675713777542114
1336	0.37960250896827613	[0.11, 0.44999999999999984, 0.01]	[1.00000000e+00 1.11255822e-16 0.00000000e+00]	"[2.12774062e-17 0.00000000e+00 1.51022649e-16 4.49029114e-02
 4.71108999e-16 9.55097089e-01 0.00000000e+00]"	11.812531471252441
1337	0.3782039734043919	[0.11, 0.44999999999999984, 0.02]	[0.99999372 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.29388095e-02
 0.00000000e+00 9.57061190e-01 9.16081465e-16]"	10.841106176376343
1338	0.3794602631230336	[0.11, 0.45999999999999985, 0.0]	[9.99999735e-01 1.14876209e-16 0.00000000e+00]	"[5.01406671e-17 2.69955696e-17 1.09633923e-16 4.73209378e-02
 0.00000000e+00 9.52679062e-01 0.00000000e+00]"	8.370587825775146
1339	0.37806858127538034	[0.11, 0.45999999999999985, 0.01]	[9.99998547e-01 4.39744005e-16 0.00000000e+00]	"[2.15334739e-16 4.62347719e-17 9.75074739e-17 4.54107564e-02
 8.38274120e-16 9.54589244e-01 1.43616899e-16]"	10.150896787643433
1340	0.37652046597094707	[0.11, 0.45999999999999985, 0.02]	[1.00000000e+00 2.75075568e-16 0.00000000e+00]	"[0.         0.         0.         0.04328261 0.         0.95671739
 0.        ]"	13.38562297821045
1341	0.37792536595447107	[0.11, 0.46999999999999986, 0.0]	[0.99999863 0.         0.        ]	"[1.93022444e-16 8.53896188e-21 4.08921635e-20 4.78537208e-02
 4.35718207e-17 9.52146279e-01 0.00000000e+00]"	13.851576805114746
1342	0.37638460516552424	[0.11, 0.46999999999999986, 0.01]	[1.00000000e+00 0.00000000e+00 1.09469206e-16]	"[3.97204033e-16 2.08749650e-16 1.58183416e-16 4.57357978e-02
 4.97338633e-18 9.54264202e-01 1.14635119e-19]"	11.93117904663086
1343	0.37468653251199247	[0.11, 0.46999999999999986, 0.02]	[0.99999579 0.         0.        ]	"[3.97722249e-16 1.46721511e-16 2.59941276e-16 4.34358490e-02
 2.67499611e-14 9.56564151e-01 8.09102840e-17]"	10.115045070648193
1344	0.3762409412816184	[0.11, 0.47999999999999976, 0.0]	[0.99999664 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.81767984e-02
 9.31327644e-16 9.51823202e-01 6.69607152e-16]"	9.532046794891357
1345	0.37455072280777574	[0.11, 0.47999999999999976, 0.01]	[9.99996528e-01 0.00000000e+00 2.18959456e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.59170898e-02
 4.47623506e-16 9.54082908e-01 3.77510044e-20]"	9.717564821243286
1346	0.37270220854890596	[0.11, 0.47999999999999976, 0.02]	[1.00000000e+00 2.90198529e-18 5.46679877e-17]	"[1.83181379e-15 1.01588902e-15 0.00000000e+00 4.34344006e-02
 1.39349318e-17 9.56565599e-01 1.87988769e-16]"	22.821202039718628
1347	0.3744071265569558	[0.11, 0.48999999999999977, 0.0]	[1.00000000e+00 0.00000000e+00 3.28862282e-16]	"[3.01117883e-17 1.73662484e-17 7.25923957e-18 4.83403253e-02
 3.09695508e-15 9.51659675e-01 1.11492336e-16]"	10.817068338394165
1348	0.37256696429052427	[0.11, 0.48999999999999977, 0.01]	[1.00000000e+00 2.17345462e-16 1.09476243e-16]	"[2.56204406e-16 9.87893898e-17 6.56324367e-17 4.58589569e-02
 0.00000000e+00 9.54141043e-01 8.76914286e-17]"	9.74644923210144
1349	0.3705674225287736	[0.11, 0.48999999999999977, 0.02]	[1.00000000e+00 0.00000000e+00 8.49768565e-19]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.32089990e-02
 5.81313587e-09 9.56790995e-01 1.00732194e-15]"	12.377439022064209
1350	0.3724239561266643	[0.11, 0.4999999999999998, 0.0]	[9.99997227e-01 2.11230767e-16 4.38489015e-16]	"[0.00000000e+00 3.18994334e-19 0.00000000e+00 4.83605571e-02
 1.28920544e-15 9.51639443e-01 1.78482573e-15]"	9.27726411819458
1351	0.3704332624631769	[0.11, 0.4999999999999998, 0.01]	[1.00000000e+00 2.09461386e-16 5.47331505e-16]	"[2.81851047e-16 2.09512557e-16 2.61895916e-16 4.56824796e-02
 1.66660047e-16 9.54317520e-01 3.74490540e-16]"	13.609495878219604
1352	0.36828199504725145	[0.11, 0.4999999999999998, 0.02]	[9.99998369e-01 4.30055826e-16 3.27903049e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.28280031e-02
 1.51678964e-15 9.57171997e-01 1.20521441e-16]"	8.533670425415039
1353	0.335073307643357	[0.12, 0.1, 0.0]	[6.02322524e-01 5.87370642e-17 0.00000000e+00]	"[6.25520523e-16 2.66597067e-17 2.43355209e-17 5.93473682e-20
 4.02354623e-01 5.97645377e-01 1.50715360e-16]"	11.87976336479187
1354	0.3399917561102719	[0.12, 0.1, 0.01]	[6.10894330e-01 2.07611852e-16 0.00000000e+00]	"[3.42570201e-16 1.60207548e-16 1.68103928e-16 2.20059602e-16
 3.71989626e-01 6.28010374e-01 2.23174768e-16]"	9.08541226387024
1355	0.3446396852993039	[0.12, 0.1, 0.02]	[6.19326999e-01 0.00000000e+00 2.71418522e-16]	"[2.20079265e-16 2.64497035e-17 1.03747110e-16 7.58039272e-17
 3.44109583e-01 6.55890417e-01 1.35214971e-16]"	9.693461894989014
1356	0.34034188105291785	[0.12, 0.11, 0.0]	[0.61468538 0.         0.        ]	"[0.00000000e+00 3.65809925e-17 2.79279651e-16 0.00000000e+00
 3.59223776e-01 6.40776224e-01 1.44581813e-16]"	7.9692864418029785
1357	0.3449626883134442	[0.12, 0.11, 0.01]	[0.6231387 0.        0.       ]	"[0.00000000e+00 9.67872354e-17 0.00000000e+00 0.00000000e+00
 3.32121610e-01 6.67878390e-01 0.00000000e+00]"	7.3820765018463135
1358	0.3493295718408618	[0.12, 0.11, 0.02]	[0.63180003 0.         0.        ]	"[2.85120946e-16 5.04936018e-17 1.67029697e-16 3.83274048e-16
 3.06216044e-01 6.93783956e-01 3.59000944e-16]"	10.121236562728882
1359	0.3452702068252352	[0.12, 0.12, 0.0]	[6.27277622e-01 0.00000000e+00 2.77555756e-17]	"[2.47733130e-16 1.39085126e-16 1.58421731e-16 2.49656172e-16
 3.19515119e-01 6.80484881e-01 4.14115784e-17]"	8.449016571044922
1360	0.3496131791491648	[0.12, 0.12, 0.01]	[6.36235404e-01 1.06563228e-16 0.00000000e+00]	"[4.78897135e-16 7.79809599e-17 8.19082785e-17 3.55749959e-16
 2.93640287e-01 7.06359713e-01 2.57022107e-16]"	8.093944311141968
1361	0.3537162079351832	[0.12, 0.12, 0.02]	[6.44706560e-01 3.00181512e-16 0.00000000e+00]	"[0.00000000e+00 2.07209468e-17 0.00000000e+00 0.00000000e+00
 2.70864450e-01 7.29135550e-01 7.47358782e-17]"	10.082899808883667
1362	0.349882178269586	[0.12, 0.13, 0.0]	[6.40165275e-01 5.32089170e-16 0.00000000e+00]	"[1.55698667e-16 2.47031762e-16 6.93040653e-16 5.74057680e-16
 2.82870307e-01 7.17129693e-01 0.00000000e+00]"	9.638406991958618
1363	0.35396398949425323	[0.12, 0.13, 0.01]	[6.49209341e-01 0.00000000e+00 1.34161465e-16]	[0.        0.        0.        0.        0.2593791 0.7406209 0.       ]	8.488226652145386
1364	0.3578178514225804	[0.12, 0.13, 0.02]	[6.58025204e-01 0.00000000e+00 4.01197599e-16]	"[9.33230490e-17 8.27903149e-17 7.87004446e-17 2.68910942e-16
 2.38088739e-01 7.61911261e-01 2.77121111e-16]"	13.23892068862915
1365	0.3541979785032068	[0.12, 0.13999999999999999, 0.0]	[6.53944072e-01 0.00000000e+00 5.35716828e-16]	"[2.67410440e-18 0.00000000e+00 3.22869694e-16 0.00000000e+00
 2.47752030e-01 7.52247970e-01 0.00000000e+00]"	10.807101726531982
1366	0.3580329362858808	[0.12, 0.13999999999999999, 0.01]	[6.6318747e-01 0.0000000e+00 4.0046809e-16]	"[6.04359565e-17 1.01947604e-16 4.07378895e-17 1.80474685e-16
 2.26318819e-01 7.73681181e-01 1.28469608e-16]"	14.163741827011108
1367	0.3616502271484173	[0.12, 0.13999999999999999, 0.02]	[6.71911687e-01 4.25189621e-16 5.32377961e-16]	"[1.34321817e-15 3.45994870e-16 3.56751874e-16 1.39522966e-15
 2.07537228e-01 7.92462772e-01 1.97132677e-15]"	10.110583066940308
1368	0.3582349195938687	[0.12, 0.14999999999999997, 0.0]	[0.6682442 0.        0.       ]	"[6.53317105e-18 6.58110101e-15 6.06863680e-16 5.26557044e-18
 2.15268565e-01 7.84731435e-01 1.67018820e-18]"	10.767160177230835
1369	0.36183530796968294	[0.12, 0.14999999999999997, 0.01]	[0.67762862 0.         0.        ]	"[4.73696364e-15 5.09131684e-15 8.57857738e-15 5.01019277e-15
 1.95946717e-01 8.04053283e-01 3.50870430e-15]"	27.566086769104004
1370	0.365226972380923	[0.12, 0.14999999999999997, 0.02]	[6.86655285e-01 0.00000000e+00 3.97431084e-16]	"[1.39134513e-14 6.62442196e-15 9.76332545e-15 1.92685257e-14
 1.78735838e-01 8.21264162e-01 6.53635708e-14]"	9.523903608322144
1371	0.3620079271193265	[0.12, 0.15999999999999998, 0.0]	[0.68329945 0.         0.        ]	"[6.13188768e-17 0.00000000e+00 5.04405434e-17 1.85858529e-16
 1.84981709e-01 8.15018291e-01 4.05650000e-20]"	10.102614164352417
1372	0.3653844336156954	[0.12, 0.15999999999999998, 0.01]	[6.93144198e-01 0.00000000e+00 1.32225533e-16]	"[8.29421646e-17 1.21393120e-16 1.02100183e-16 0.00000000e+00
 1.67143778e-01 8.32856222e-01 0.00000000e+00]"	16.984344244003296
1373	0.3685600097999934	[0.12, 0.15999999999999998, 0.02]	[0.70299126 0.         0.        ]	"[3.63484504e-16 1.54971073e-16 2.03859464e-16 0.00000000e+00
 1.50728760e-01 8.49271240e-01 3.04076304e-15]"	9.33652925491333
1374	0.3655300066014532	[0.12, 0.16999999999999998, 0.0]	[6.99557840e-01 1.64167889e-16 7.91948822e-16]	"[5.45144710e-16 0.00000000e+00 0.00000000e+00 1.39654489e-10
 1.56295692e-01 8.43704308e-01 2.01646612e-16]"	21.181602478027344
1375	0.3686919862899992	[0.12, 0.16999999999999998, 0.01]	[7.09504882e-01 6.24964297e-17 0.00000000e+00]	"[0.         0.         0.         0.         0.14060279 0.85939721
 0.        ]"	11.48449182510376
1376	0.3716598797120068	[0.12, 0.16999999999999998, 0.02]	[7.19939364e-01 3.40184911e-16 0.00000000e+00]	"[0.00000000e+00 5.93082193e-17 0.00000000e+00 2.56549687e-17
 1.25521229e-01 8.74478771e-01 0.00000000e+00]"	18.055394172668457
1377	0.3688125704093417	[0.12, 0.17999999999999997, 0.0]	[7.17004555e-01 6.36923286e-17 0.00000000e+00]	"[3.64827797e-17 1.16697556e-19 0.00000000e+00 1.99625307e-19
 1.29626960e-01 8.70373040e-01 0.00000000e+00]"	11.222696304321289
1378	0.37176823895855543	[0.12, 0.17999999999999997, 0.01]	[7.27955059e-01 5.82778136e-16 0.00000000e+00]	"[0.00000000e+00 5.37078115e-18 0.00000000e+00 0.00000000e+00
 1.14831224e-01 8.85168776e-01 0.00000000e+00]"	15.179121971130371
1379	0.37453589481083793	[0.12, 0.17999999999999997, 0.02]	[7.38664119e-01 2.37128817e-16 3.92645761e-16]	"[5.18624463e-16 3.66479464e-16 4.20688375e-16 1.18783146e-15
 1.01680175e-01 8.98319825e-01 2.28868558e-16]"	12.162278652191162
1380	0.37186569499267225	[0.12, 0.18999999999999995, 0.0]	[0.73646411 0.         0.        ]	"[8.45669591e-17 2.61387377e-16 1.38201731e-16 4.31813288e-17
 1.04280573e-01 8.95719427e-01 5.55111512e-17]"	13.078744173049927
1381	0.37462234866952365	[0.12, 0.18999999999999995, 0.01]	[0.74851297 0.         0.        ]	"[8.53621968e-17 3.07894547e-17 0.00000000e+00 0.00000000e+00
 9.06480522e-02 9.09351947e-01 0.00000000e+00]"	11.12947154045105
1382	0.3771963465505336	[0.12, 0.18999999999999995, 0.02]	[0.75987082 0.         0.        ]	"[2.25711813e-16 1.92862050e-18 1.08908581e-16 1.27095719e-16
 7.90975006e-02 9.20902499e-01 2.32860628e-17]"	20.23755121231079
1383	0.37469832790489527	[0.12, 0.19999999999999996, 0.0]	[7.58275101e-01 0.00000000e+00 2.61109695e-16]	"[0.00000000e+00 9.27580729e-15 0.00000000e+00 0.00000000e+00
 8.06484589e-02 9.19351541e-01 0.00000000e+00]"	13.121737241744995
1384	0.37726242935117094	[0.12, 0.19999999999999996, 0.01]	[7.71688719e-01 0.00000000e+00 5.21716273e-16]	"[3.78617927e-16 6.81281434e-17 2.08274064e-16 6.51352349e-17
 6.83062157e-02 9.31693784e-01 0.00000000e+00]"	12.595807075500488
1385	0.3796486795406796	[0.12, 0.19999999999999996, 0.02]	[7.83652096e-01 7.35228609e-16 0.00000000e+00]	"[1.76521180e-20 0.00000000e+00 6.58622314e-21 0.00000000e+00
 5.85543114e-02 9.41445666e-01 1.20041238e-16]"	10.753579139709473
1386	0.3773184552528356	[0.12, 0.20999999999999996, 0.0]	[0.78361087 0.         0.        ]	"[0.         0.         0.         0.         0.05858519 0.94141481
 0.        ]"	10.922001123428345
1387	0.379695771278498	[0.12, 0.20999999999999996, 0.01]	[7.98604851e-01 2.52217514e-16 0.00000000e+00]	"[7.74651801e-17 4.46441029e-17 7.67596105e-17 1.63651764e-16
 4.78690865e-02 9.52130913e-01 0.00000000e+00]"	13.673414468765259
1388	0.381899495399505	[0.12, 0.20999999999999996, 0.02]	[8.14975983e-01 6.76024688e-16 1.04445188e-15]	"[1.82394977e-14 8.05673565e-15 1.36189380e-14 3.12494402e-14
 3.78977792e-02 9.62102221e-01 0.00000000e+00]"	11.719112634658813
1389	0.3797332540972326	[0.12, 0.21999999999999995, 0.0]	[0.81665444 0.         0.        ]	"[2.43194827e-15 1.39561732e-16 1.91452839e-16 7.49725490e-16
 3.69699608e-02 9.63030039e-01 1.01033170e-15]"	12.460821628570557
1390	0.38192893775678216	[0.12, 0.21999999999999995, 0.01]	[0.83465095 0.         0.        ]	"[1.02051691e-15 0.00000000e+00 6.72697181e-17 0.00000000e+00
 2.80170823e-02 9.71982918e-01 0.00000000e+00]"	17.38214874267578
1391	0.3839548505354761	[0.12, 0.21999999999999995, 0.02]	[0.85580361 0.         0.        ]	"[1.43157218e-16 0.00000000e+00 0.00000000e+00 1.85311887e-16
 1.96096358e-02 9.80390364e-01 1.66558370e-16]"	18.63735604286194
1392	0.38194910501076496	[0.12, 0.22999999999999995, 0.0]	[8.59992735e-01 2.03419611e-16 2.62728870e-16]	"[4.84062816e-18 6.61982637e-17 1.46943701e-16 4.83174730e-17
 1.81868956e-02 9.81813104e-01 5.37189698e-17]"	15.731127262115479
1393	0.38396782906214116	[0.12, 0.22999999999999995, 0.01]	[8.91513691e-01 1.91518855e-15 1.08744391e-15]	"[0.00000000e+00 1.73632411e-17 7.34590993e-17 4.73140528e-16
 9.68159621e-03 9.90318404e-01 6.85580462e-17]"	22.995096445083618
1394	0.3858201590893467	[0.12, 0.22999999999999995, 0.02]	[9.42807969e-01 3.75963855e-16 2.06287779e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.33539277e-03 9.97664607e-01 1.13910001e-16]"	10.601041793823242
1395	0.3839718804378016	[0.12, 0.23999999999999994, 0.0]	[9.99995315e-01 8.83592634e-17 9.62372890e-17]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.03540548e-15
 3.87671232e-08 9.99999961e-01 1.36586767e-15]"	13.7744300365448
1396	0.38582039723921335	[0.12, 0.23999999999999994, 0.01]	[9.99996747e-01 0.00000000e+00 1.06892882e-16]	"[5.52845383e-16 1.16034278e-16 3.48952801e-16 6.33769388e-16
 1.59582099e-15 1.00000000e+00 0.00000000e+00]"	8.075961589813232
1397	0.387508914041711	[0.12, 0.23999999999999994, 0.02]	[1.00000000e+00 0.00000000e+00 5.34465746e-17]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 2.60787942e-16]"	8.021904468536377
1398	0.3858203972392134	[0.12, 0.24999999999999992, 0.0]	[0.99999988 0.         0.        ]	"[3.61285250e-16 1.88887959e-16 5.35025388e-17 9.79648545e-17
 1.96918073e-16 1.00000000e+00 0.00000000e+00]"	8.086979627609253
1399	0.38750891404171073	[0.12, 0.24999999999999992, 0.01]	[1.00000000e+00 2.29957547e-16 0.00000000e+00]	"[7.44400432e-16 2.34811300e-16 2.37709965e-16 1.15964385e-16
 8.46220425e-16 1.00000000e+00 0.00000000e+00]"	7.973290205001831
1400	0.3890374308442085	[0.12, 0.24999999999999992, 0.02]	[9.99996224e-01 2.57983709e-16 1.06893003e-16]	"[0.00000000e+00 1.29190243e-16 0.00000000e+00 7.54655507e-17
 5.47899744e-16 1.00000000e+00 0.00000000e+00]"	8.009475946426392
1401	0.3875089140417109	[0.12, 0.2599999999999999, 0.0]	[9.99997967e-01 0.00000000e+00 4.27572136e-16]	"[3.67030300e-16 8.57350527e-17 2.91299464e-16 8.79907692e-16
 2.10585559e-15 1.00000000e+00 0.00000000e+00]"	8.43679141998291
1402	0.3890374308442013	[0.12, 0.2599999999999999, 0.01]	[9.99998999e-01 2.86009268e-16 5.38594261e-16]	"[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9112065e-14
 1.0000000e+00 0.0000000e+00]"	9.780137062072754
1403	0.3904059476467059	[0.12, 0.2599999999999999, 0.02]	[9.99996966e-01 2.81798999e-16 4.81017544e-16]	"[3.70222282e-17 6.81063549e-17 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00]"	8.188094854354858
1404	0.38903743084420833	[0.12, 0.2699999999999999, 0.0]	[9.99999335e-01 1.14979276e-16 0.00000000e+00]	"[4.11562974e-16 1.60098799e-16 0.00000000e+00 1.47529905e-16
 0.00000000e+00 1.00000000e+00 0.00000000e+00]"	8.543074369430542
1405	0.3904059476467057	[0.12, 0.2699999999999999, 0.01]	[9.99999394e-01 1.62611665e-16 6.94804356e-16]	"[2.27078917e-16 7.32278003e-17 3.46164510e-16 4.89682814e-16
 3.51010742e-16 1.00000000e+00 0.00000000e+00]"	8.560237646102905
1406	0.39161446444920334	[0.12, 0.2699999999999999, 0.02]	[1.00000000e+00 0.00000000e+00 4.27571889e-16]	"[0.00000000e+00 5.27205571e-18 0.00000000e+00 0.00000000e+00
 1.04445765e-15 1.00000000e+00 0.00000000e+00]"	8.54028844833374
1407	0.3904059476467031	[0.12, 0.2799999999999999, 0.0]	[1.00000000e+00 8.41846292e-18 0.00000000e+00]	"[1.92145185e-17 8.10243544e-17 2.74890998e-16 1.89743053e-15
 6.25118554e-15 1.00000000e+00 0.00000000e+00]"	9.1050124168396
1408	0.3916144644492016	[0.12, 0.2799999999999999, 0.01]	[0.9999977 0.        0.       ]	"[2.30150873e-18 2.43529087e-16 9.83786050e-17 6.53256842e-16
 3.84356656e-15 1.00000000e+00 0.00000000e+00]"	8.118709802627563
1409	0.3926629812517004	[0.12, 0.2799999999999999, 0.02]	[9.99997344e-01 0.00000000e+00 1.03234485e-17]	"[4.72613017e-16 9.52180804e-17 2.74728281e-16 8.65758518e-17
 0.00000000e+00 1.00000000e+00 0.00000000e+00]"	7.626073122024536
1410	0.39161446444912573	[0.12, 0.2899999999999999, 0.0]	[9.99995112e-01 6.05693656e-16 4.81018721e-16]	"[2.96893040e-16 2.25688645e-16 1.33185106e-16 1.95547065e-13
 4.24499153e-15 1.00000000e+00 5.54739003e-16]"	10.917443037033081
1411	0.3926629812517005	[0.12, 0.2899999999999999, 0.01]	[1.00000000e+00 1.38254611e-16 0.00000000e+00]	"[1.81275192e-16 9.06897412e-17 3.35380337e-16 1.97344935e-16
 0.00000000e+00 1.00000000e+00 0.00000000e+00]"	7.575362682342529
1412	0.39355149805419787	[0.12, 0.2899999999999999, 0.02]	[1.00000000e+00 0.00000000e+00 3.20678555e-16]	"[0.00000000e+00 2.18965611e-17 0.00000000e+00 0.00000000e+00
 1.71666524e-15 1.00000000e+00 0.00000000e+00]"	8.44841480255127
1413	0.3926629812517005	[0.12, 0.29999999999999993, 0.0]	[1.00000000e+00 9.81425631e-17 1.06892961e-16]	"[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 1.0000000e+00 5.0424632e-16]"	8.575664520263672
